tool,task_id,seed,dataset_name,status,seconds,experiment_dir,progress_exists,progress_records,first_iteration,last_iteration,max_iteration,progress_error
drsr,drsr_s2_g0036,2,,ok,3902.094,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed2/tasks/drsr_s2_g0036/anon-node-04/drsr/g0036_CRK10/experiments/g0036_CRK10_drsr_seed2_20260502-092313,True,6,1,6,6,
drsr,drsr_s2_g0041,2,,ok,3906.816,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed2/tasks/drsr_s2_g0041/anon-node-04/drsr/g0041_PO41/experiments/g0041_PO41_drsr_seed2_20260502-092807,True,5,1,5,5,
drsr,drsr_s2_g0048,2,,ok,3904.407,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed2/tasks/drsr_s2_g0048/anon-node-04/drsr/g0048_MatSci21/experiments/g0048_MatSci21_drsr_seed2_20260502-093516,True,6,1,6,6,
drsr,drsr_s3_g0003,3,,ok,3649.57,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed3/tasks/drsr_s3_g0003/anon-node-04/drsr/g0003_feynman-ii.27.18/experiments/g0003_feynman-ii.27.18_drsr_seed3_20260502-094124,True,85,1,85,85,
drsr,drsr_s3_g0009,3,,ok,3911.121,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed3/tasks/drsr_s3_g0009/anon-node-04/drsr/g0009_Nguyen-6/experiments/g0009_Nguyen-6_drsr_seed3_20260502-094550,True,6,1,6,6,
drsr,drsr_s3_g0019,3,,ok,3905.563,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed3/tasks/drsr_s3_g0019/anon-node-04/drsr/g0019_feynman-ii.34.2a/experiments/g0019_feynman-ii.34.2a_drsr_seed3_20260502-095549,True,8,1,8,8,
drsr,drsr_s3_g0033,3,,ok,3915.559,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed3/tasks/drsr_s3_g0033/anon-node-04/drsr/g0033_feynman-iii.10.19/experiments/g0033_feynman-iii.10.19_drsr_seed3_20260502-101016,True,4,1,4,4,
drsr,drsr_s3_g0047,3,,ok,3904.5,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed3/tasks/drsr_s3_g0047/anon-node-04/drsr/g0047_BPG5/experiments/g0047_BPG5_drsr_seed3_20260502-102320,True,6,1,6,6,
drsr,drsr_s4_g0012,4,,ok,3904.348,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed4/tasks/drsr_s4_g0012/anon-node-04/drsr/g0012_feynman_I_27_6/experiments/g0012_feynman_I_27_6_drsr_seed4_20260502-103744,True,6,1,6,6,
drsr,drsr_s4_g0024,4,,ok,3903.34,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed4/tasks/drsr_s4_g0024/anon-node-04/drsr/g0024_strogatz_predprey2/experiments/g0024_strogatz_predprey2_drsr_seed4_20260502-104932,True,7,1,7,7,
drsr,drsr_s4_g0036,4,,ok,3910.849,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed4/tasks/drsr_s4_g0036/anon-node-04/drsr/g0036_CRK10/experiments/g0036_CRK10_drsr_seed4_20260502-110155,True,9,1,9,9,
llmsr,llmsr_s0_g0005,0,,ok,3621.128,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed0/tasks/llmsr_s0_g0005/anon-node-04/llmsr/g0005_Keijzer-11/experiments/g0005_Keijzer-11_llmsr_seed0_20260502-070643,True,71,1,71,71,
llmsr,llmsr_s0_g0009,0,,ok,3670.234,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed0/tasks/llmsr_s0_g0009/anon-node-04/llmsr/g0009_Nguyen-6/experiments/g0009_Nguyen-6_llmsr_seed0_20260502-071038,True,68,1,68,68,
llmsr,llmsr_s0_g0015,0,,ok,3676.724,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed0/tasks/llmsr_s0_g0015/anon-node-04/llmsr/g0015_III.21.20_3_0/experiments/g0015_III.21.20_3_0_llmsr_seed0_20260502-071508,True,58,1,58,58,
llmsr,llmsr_s0_g0019,0,,ok,3640.748,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed0/tasks/llmsr_s0_g0019/anon-node-04/llmsr/g0019_feynman-ii.34.2a/experiments/g0019_feynman-ii.34.2a_llmsr_seed0_20260502-073032,True,100,6,105,105,
llmsr,llmsr_s0_g0024,0,,ok,3640.53,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed0/tasks/llmsr_s0_g0024/anon-node-04/llmsr/g0024_strogatz_predprey2/experiments/g0024_strogatz_predprey2_llmsr_seed0_20260502-073354,True,56,1,56,56,
llmsr,llmsr_s1_g0006,1,,ok,3734.611,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed1/tasks/llmsr_s1_g0006/anon-node-04/llmsr/g0006_Keijzer-2/experiments/g0006_Keijzer-2_llmsr_seed1_20260502-080350,True,69,1,69,69,
llmsr,llmsr_s1_g0012,1,,ok,3751.92,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed1/tasks/llmsr_s1_g0012/anon-node-04/llmsr/g0012_feynman_I_27_6/experiments/g0012_feynman_I_27_6_llmsr_seed1_20260502-081006,True,73,2,74,74,
llmsr,llmsr_s2_g0003,2,,ok,3706.269,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0003/anon-node-04/llmsr/g0003_feynman-ii.27.18/experiments/g0003_feynman-ii.27.18_llmsr_seed2_20260502-084823,True,87,1,87,87,
llmsr,llmsr_s2_g0010,2,,ok,3633.9,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0010/anon-node-04/llmsr/g0010_Nguyen-9/experiments/g0010_Nguyen-9_llmsr_seed2_20260502-085614,True,89,1,89,89,
llmsr,llmsr_s2_g0014,2,,ok,3629.346,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0014/anon-node-04/llmsr/g0014_feynman-ii.34.11/experiments/g0014_feynman-ii.34.11_llmsr_seed2_20260502-091724,True,73,6,78,78,
llmsr,llmsr_s2_g0020,2,,ok,3632.761,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0020/anon-node-04/llmsr/g0020_first_principles_leavitt/experiments/g0020_first_principles_leavitt_llmsr_seed2_20260502-092257,True,96,1,96,96,
llmsr,llmsr_s2_g0025,2,,ok,3689.526,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0025/anon-node-04/llmsr/g0025_strogatz_barmag2/experiments/g0025_strogatz_barmag2_llmsr_seed2_20260502-092744,True,88,1,88,88,
llmsr,llmsr_s2_g0032,2,,ok,3631.046,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0032/anon-node-04/llmsr/g0032_feynman-i.13.12/experiments/g0032_feynman-i.13.12_llmsr_seed2_20260502-093453,True,74,1,74,74,
llmsr,llmsr_s2_g0037,2,,ok,3646.35,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed2/tasks/llmsr_s2_g0037/anon-node-04/llmsr/g0037_CRK34/experiments/g0037_CRK34_llmsr_seed2_20260502-094045,True,87,1,87,87,
llmsr,llmsr_s3_g0017,3,,ok,3716.464,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed3/tasks/llmsr_s3_g0017/anon-node-04/llmsr/g0017_strogatz_shearflow1/experiments/g0017_strogatz_shearflow1_llmsr_seed3_20260502-100952,True,70,1,70,70,
llmsr,llmsr_s3_g0023,3,,ok,3715.235,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed3/tasks/llmsr_s3_g0023/anon-node-04/llmsr/g0023_I.11.19_4_0/experiments/g0023_I.11.19_4_0_llmsr_seed3_20260502-101627,True,78,1,78,78,
llmsr,llmsr_s3_g0031,3,,ok,3682.516,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed3/tasks/llmsr_s3_g0031/anon-node-04/llmsr/g0031_II.11.27_1_0/experiments/g0031_II.11.27_1_0_llmsr_seed3_20260502-102230,True,67,6,72,72,
llmsr,llmsr_s3_g0038,3,,ok,3612.974,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed3/tasks/llmsr_s3_g0038/anon-node-04/llmsr/g0038_PO19/experiments/g0038_PO19_llmsr_seed3_20260502-103209,True,71,6,76,76,
llmsr,llmsr_s3_g0046,3,,ok,3664.886,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed3/tasks/llmsr_s3_g0046/anon-node-04/llmsr/g0046_II.6.15b_3_0/experiments/g0046_II.6.15b_3_0_llmsr_seed3_20260502-103722,True,52,12,63,63,
llmsr,llmsr_s4_g0003,4,,ok,3631.785,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed4/tasks/llmsr_s4_g0003/anon-node-04/llmsr/g0003_feynman-ii.27.18/experiments/g0003_feynman-ii.27.18_llmsr_seed4_20260502-104529,True,86,1,86,86,
llmsr,llmsr_s4_g0020,4,,ok,3622.586,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed4/tasks/llmsr_s4_g0020/anon-node-04/llmsr/g0020_first_principles_leavitt/experiments/g0020_first_principles_leavitt_llmsr_seed4_20260502-110129,True,105,1,105,105,
llmsr,llmsr_s4_g0044,4,,ok,3623.003,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed4/tasks/llmsr_s4_g0044/anon-node-04/llmsr/g0044_feynman-i.15.3t/experiments/g0044_feynman-i.15.3t_llmsr_seed4_20260502-111805,True,85,1,85,85,
llmsr,llmsr_s4_g0045,4,,ok,3612.638,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed4/tasks/llmsr_s4_g0045/anon-node-04/llmsr/g0045_feynman-bonus.20/experiments/g0045_feynman-bonus.20_llmsr_seed4_20260502-111855,True,98,4,101,101,
llmsr,llmsr_s4_g0046,4,,ok,3626.203,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed4/tasks/llmsr_s4_g0046/anon-node-04/llmsr/g0046_II.6.15b_3_0/experiments/g0046_II.6.15b_3_0_llmsr_seed4_20260502-111931,False,0,,,,
llmsr,llmsr_s4_g0047,4,,ok,3619.773,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed4/tasks/llmsr_s4_g0047/anon-node-04/llmsr/g0047_BPG5/experiments/g0047_BPG5_llmsr_seed4_20260502-112010,True,83,2,84,84,
drsr,drsr_s0_g0003,0,,ok,3900.895,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed0/tasks/drsr_s0_g0003/anon-node-05/drsr/g0003_feynman-ii.27.18/experiments/g0003_feynman-ii.27.18_drsr_seed0_20260502-065928,True,8,1,8,8,
drsr,drsr_s0_g0009,0,,ok,3900.781,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed0/tasks/drsr_s0_g0009/anon-node-05/drsr/g0009_Nguyen-6/experiments/g0009_Nguyen-6_drsr_seed0_20260502-070248,True,7,1,7,7,
drsr,drsr_s0_g0020,0,,ok,3900.774,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed0/tasks/drsr_s0_g0020/anon-node-05/drsr/g0020_first_principles_leavitt/experiments/g0020_first_principles_leavitt_drsr_seed0_20260502-070908,True,8,1,8,8,
drsr,drsr_s0_g0026,0,,ok,3900.841,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed0/tasks/drsr_s0_g0026/anon-node-05/drsr/g0026_strogatz_barmag1/experiments/g0026_strogatz_barmag1_drsr_seed0_20260502-071256,True,8,1,8,8,
drsr,drsr_s0_g0031,0,,ok,3903.007,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed0/tasks/drsr_s0_g0031/anon-node-05/drsr/g0031_II.11.27_1_0/experiments/g0031_II.11.27_1_0_drsr_seed0_20260502-072834,True,4,1,4,4,
drsr,drsr_s0_g0035,0,,ok,3900.991,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed0/tasks/drsr_s0_g0035/anon-node-05/drsr/g0035_feynman-i.32.5/experiments/g0035_feynman-i.32.5_drsr_seed0_20260502-073240,True,9,1,9,9,
drsr,drsr_s0_g0041,0,,ok,3900.909,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed0/tasks/drsr_s0_g0041/anon-node-05/drsr/g0041_PO41/experiments/g0041_PO41_drsr_seed0_20260502-073748,True,6,1,6,6,
drsr,drsr_s0_g0046,0,,ok,3902.03,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed0/tasks/drsr_s0_g0046/anon-node-05/drsr/g0046_II.6.15b_3_0/experiments/g0046_II.6.15b_3_0_drsr_seed0_20260502-074126,True,6,1,6,6,
drsr,drsr_s1_g0003,1,,ok,3901.44,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed1/tasks/drsr_s1_g0003/anon-node-05/drsr/g0003_feynman-ii.27.18/experiments/g0003_feynman-ii.27.18_drsr_seed1_20260502-074730,True,5,1,5,5,
drsr,drsr_s1_g0006,1,,ok,3901.219,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed1/tasks/drsr_s1_g0006/anon-node-05/drsr/g0006_Keijzer-2/experiments/g0006_Keijzer-2_drsr_seed1_20260502-075057,True,8,1,8,8,
drsr,drsr_s1_g0011,1,,ok,3901.173,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed1/tasks/drsr_s1_g0011/anon-node-05/drsr/g0011_Vladislavleva-4/experiments/g0011_Vladislavleva-4_drsr_seed1_20260502-075455,True,7,1,7,7,
drsr,drsr_s1_g0019,1,,ok,3901.532,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed1/tasks/drsr_s1_g0019/anon-node-05/drsr/g0019_feynman-ii.34.2a/experiments/g0019_feynman-ii.34.2a_drsr_seed1_20260502-075958,True,9,1,9,9,
drsr,drsr_s1_g0024,1,,ok,3900.911,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed1/tasks/drsr_s1_g0024/anon-node-05/drsr/g0024_strogatz_predprey2/experiments/g0024_strogatz_predprey2_drsr_seed1_20260502-080544,True,9,1,9,9,
drsr,drsr_s1_g0030,1,,ok,3901.596,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed1/tasks/drsr_s1_g0030/anon-node-05/drsr/g0030_feynman-iii.7.38/experiments/g0030_feynman-iii.7.38_drsr_seed1_20260502-081122,True,10,1,10,10,
drsr,drsr_s1_g0042,1,,ok,3902.897,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed1/tasks/drsr_s1_g0042/anon-node-05/drsr/g0042_feynman_test_15/experiments/g0042_feynman_test_15_drsr_seed1_20260502-082232,True,6,1,6,6,
drsr,drsr_s1_g0048,1,,ok,3900.986,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed1/tasks/drsr_s1_g0048/anon-node-05/drsr/g0048_MatSci21/experiments/g0048_MatSci21_drsr_seed1_20260502-082855,True,8,1,8,8,
drsr,drsr_s2_g0004,2,,ok,3900.953,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed2/tasks/drsr_s2_g0004/anon-node-05/drsr/g0004_Korns-4/experiments/g0004_Korns-4_drsr_seed2_20260502-083513,True,6,1,6,6,
drsr,drsr_s2_g0009,2,,ok,3900.859,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed2/tasks/drsr_s2_g0009/anon-node-05/drsr/g0009_Nguyen-6/experiments/g0009_Nguyen-6_drsr_seed2_20260502-084125,True,7,1,7,7,
drsr,drsr_s2_g0015,2,,ok,3902.917,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed2/tasks/drsr_s2_g0015/anon-node-05/drsr/g0015_III.21.20_3_0/experiments/g0015_III.21.20_3_0_drsr_seed2_20260502-084530,True,8,1,8,8,
drsr,drsr_s2_g0026,2,,ok,3900.987,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed2/tasks/drsr_s2_g0026/anon-node-05/drsr/g0026_strogatz_barmag1/experiments/g0026_strogatz_barmag1_drsr_seed2_20260502-085801,True,9,1,9,9,
drsr,drsr_s2_g0029,2,,ok,3900.834,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed2/tasks/drsr_s2_g0029/anon-node-05/drsr/g0029_strogatz_vdp1/experiments/g0029_strogatz_vdp1_drsr_seed2_20260502-091703,True,5,1,5,5,
drsr,drsr_s2_g0035,2,,ok,3900.979,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed2/tasks/drsr_s2_g0035/anon-node-05/drsr/g0035_feynman-i.32.5/experiments/g0035_feynman-i.32.5_drsr_seed2_20260502-092213,True,8,1,8,8,
drsr,drsr_s2_g0042,2,,ok,3902.925,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed2/tasks/drsr_s2_g0042/anon-node-05/drsr/g0042_feynman_test_15/experiments/g0042_feynman_test_15_drsr_seed2_20260502-092908,True,3,1,3,3,
drsr,drsr_s2_g0047,2,,ok,3900.95,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed2/tasks/drsr_s2_g0047/anon-node-05/drsr/g0047_BPG5/experiments/g0047_BPG5_drsr_seed2_20260502-093250,True,8,1,8,8,
drsr,drsr_s3_g0014,3,,ok,3901.075,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed3/tasks/drsr_s3_g0014/anon-node-05/drsr/g0014_feynman-ii.34.11/experiments/g0014_feynman-ii.34.11_drsr_seed3_20260502-095157,True,4,1,4,4,
drsr,drsr_s3_g0020,3,,ok,3900.927,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed3/tasks/drsr_s3_g0020/anon-node-05/drsr/g0020_first_principles_leavitt/experiments/g0020_first_principles_leavitt_drsr_seed3_20260502-095809,True,8,1,8,8,
drsr,drsr_s3_g0025,3,,ok,3900.914,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed3/tasks/drsr_s3_g0025/anon-node-05/drsr/g0025_strogatz_barmag2/experiments/g0025_strogatz_barmag2_drsr_seed3_20260502-100147,True,7,1,7,7,
drsr,drsr_s3_g0036,3,,ok,3901.044,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed3/tasks/drsr_s3_g0036/anon-node-05/drsr/g0036_CRK10/experiments/g0036_CRK10_drsr_seed3_20260502-101059,True,5,1,5,5,
drsr,drsr_s3_g0042,3,,ok,3903.056,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed3/tasks/drsr_s3_g0042/anon-node-05/drsr/g0042_feynman_test_15/experiments/g0042_feynman_test_15_drsr_seed3_20260502-101717,True,4,1,4,4,
drsr,drsr_s3_g0048,3,,ok,3901.034,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed3/tasks/drsr_s3_g0048/anon-node-05/drsr/g0048_MatSci21/experiments/g0048_MatSci21_drsr_seed3_20260502-102409,True,7,1,7,7,
drsr,drsr_s4_g0003,4,,ok,3901.206,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed4/tasks/drsr_s4_g0003/anon-node-05/drsr/g0003_feynman-ii.27.18/experiments/g0003_feynman-ii.27.18_drsr_seed4_20260502-102802,True,8,1,8,8,
drsr,drsr_s4_g0008,4,,ok,3901.001,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed4/tasks/drsr_s4_g0008/anon-node-05/drsr/g0008_Nguyen-12/experiments/g0008_Nguyen-12_drsr_seed4_20260502-103326,True,7,1,7,7,
drsr,drsr_s4_g0009,4,,ok,3900.903,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed4/tasks/drsr_s4_g0009/anon-node-05/drsr/g0009_Nguyen-6/experiments/g0009_Nguyen-6_drsr_seed4_20260502-103554,True,5,1,5,5,
drsr,drsr_s4_g0017,4,,ok,3901.105,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed4/tasks/drsr_s4_g0017/anon-node-05/drsr/g0017_strogatz_shearflow1/experiments/g0017_strogatz_shearflow1_drsr_seed4_20260502-104207,True,7,1,7,7,
drsr,drsr_s4_g0022,4,,ok,3901.23,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed4/tasks/drsr_s4_g0022/anon-node-05/drsr/g0022_feynman-i.11.19/experiments/g0022_feynman-i.11.19_drsr_seed4_20260502-104844,True,4,1,4,4,
drsr,drsr_s4_g0028,4,,ok,3901.224,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed4/tasks/drsr_s4_g0028/anon-node-05/drsr/g0028_feynman-ii.4.23/experiments/g0028_feynman-ii.4.23_drsr_seed4_20260502-105538,True,8,1,8,8,
drsr,drsr_s4_g0033,4,,ok,3901.385,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed4/tasks/drsr_s4_g0033/anon-node-05/drsr/g0033_feynman-iii.10.19/experiments/g0033_feynman-iii.10.19_drsr_seed4_20260502-105923,True,6,1,6,6,
drsr,drsr_s4_g0039,4,,ok,3900.912,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed4/tasks/drsr_s4_g0039/anon-node-05/drsr/g0039_CRK0/experiments/g0039_CRK0_drsr_seed4_20260502-110654,True,6,1,6,6,
drsr,drsr_s4_g0044,4,,ok,3607.892,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed4/tasks/drsr_s4_g0044/anon-node-05/drsr/g0044_feynman-i.15.3t/experiments/g0044_feynman-i.15.3t_drsr_seed4_20260502-111058,True,76,1,76,76,
drsr,drsr_s4_g0049,4,,ok,3900.962,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed4/tasks/drsr_s4_g0049/anon-node-05/drsr/g0049_BPG3/experiments/g0049_BPG3_drsr_seed4_20260502-111442,True,8,1,8,8,
drsr,drsr_s4_g0050,4,,ok,3901.069,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/drsr/seed4/tasks/drsr_s4_g0050/anon-node-05/drsr/g0050_BPG9/experiments/g0050_BPG9_drsr_seed4_20260502-111456,True,7,1,7,7,
llmsr,llmsr_s0_g0011,0,,ok,3611.06,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed0/tasks/llmsr_s0_g0011/anon-node-05/llmsr/g0011_Vladislavleva-4/experiments/g0011_Vladislavleva-4_llmsr_seed0_20260502-071253,True,74,1,74,74,
llmsr,llmsr_s0_g0021,0,,ok,3608.901,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed0/tasks/llmsr_s0_g0021/anon-node-05/llmsr/g0021_feynman-i.39.22/experiments/g0021_feynman-i.39.22_llmsr_seed0_20260502-073237,True,100,6,105,105,
llmsr,llmsr_s0_g0039,0,,ok,3610.482,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed0/tasks/llmsr_s0_g0039/anon-node-05/llmsr/g0039_CRK0/experiments/g0039_CRK0_llmsr_seed0_20260502-074726,True,88,1,88,88,
llmsr,llmsr_s1_g0005,1,,ok,3612.438,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed1/tasks/llmsr_s1_g0005/anon-node-05/llmsr/g0005_Keijzer-11/experiments/g0005_Keijzer-11_llmsr_seed1_20260502-075954,True,84,1,84,84,
llmsr,llmsr_s1_g0010,1,,ok,3610.072,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed1/tasks/llmsr_s1_g0010/anon-node-05/llmsr/g0010_Nguyen-9/experiments/g0010_Nguyen-9_llmsr_seed1_20260502-080541,True,90,1,90,90,
llmsr,llmsr_s1_g0016,1,,ok,3610.153,/home/anonymous/workplace/scientific-intelligent-modelling/experiments/core50_12alg_5seed_all_20260502-065700/llmsr/seed1/tasks/llmsr_s1_g0016/anon-node-05/llmsr/g0016_feynman_II_15_4/experiments/g0016_feynman_II_15_4_llmsr_seed1_20260502-081118,True,92,1,92,92,
