sample_id,condition,algorithm,dataset_id,seed,outcome,review_applicable,status,verdict,attempt_count,record_path,record_sha256
review_004272,noise001,tpsr,Nguyen-6,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004272.json,4883be6fea964bcc0d6bfb710196c42ed55ea39358b841ad0f46f518eeb7025e
review_004273,noise001,tpsr,Nguyen-9,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004273.json,c5b7dd06770440f2ead7a2ec265f5c354e79f58b7a6392a980f3554ad2120de2
review_004274,noise001,tpsr,feynman_II_15_4,520,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004274.json,5ef13512e11d79b7386872785ccbeff3fa598bc8b232a3f292f8fcde445e6e67
review_004275,noise001,tpsr,feynman_I_12_11,520,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004275.json,37ac78e2605ac4b91e6274b4603f9971e191d9eaf1f960f95ff83a3e77484835
review_004276,noise001,tpsr,feynman_I_27_6,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004276.json,316960800150a6482ddf47b74496095a919ad595ddb8517b9c154fbfb372cd13
review_004277,noise001,tpsr,feynman_test_15,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004277.json,e07b25e1cbeab628c7f49c5ff105292865daedc727f9875edef861a2c71f609f
review_004278,noise001,tpsr,strogatz_barmag1,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004278.json,03f2d834c5028d912bf09150be8f98b85feb5ec44b9a31fe56ec68657b302926
review_004279,noise001,tpsr,strogatz_barmag2,520,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004279.json,f8f5e942db21438d0569d2ac408d04baf234873bc31a4482737be34322f5e686
review_004280,noise001,tpsr,strogatz_predprey2,520,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004280.json,2aee54d2e3f25748b86f981e5a6d8f4484fd7bfd68ab2fcd3941e7d673ad9d36
review_004281,noise001,tpsr,strogatz_shearflow1,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004281.json,ab6b79b5c08fc7eeffedc96c315d370555edf0335c38670c6dcf9892bbdaf710
review_004282,noise001,tpsr,strogatz_vdp1,520,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004282.json,6bc61c6b7b780bc994417e491659e6fb909c31b6a9ec9c34cf9f0f4960f18782
review_004283,noise001,tpsr,first_principles_hubble,520,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004283.json,9e08750e1fd9660ef37cd21728c7c2fe95b9524b5bd1b0f99e7cce56ae210d53
review_004284,noise001,tpsr,first_principles_leavitt,520,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004284.json,afca03ebb02c7285dca36bdf8c8f2d700dee851b744ee4d4d4b4496725a3296f
review_004285,noise001,tpsr,feynman-ii.4.23,520,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004285.json,fdbbeb3d8ac30935a8269639cf1f0618c33369de1ddf6f81022e437a970983c1
review_004286,noise001,tpsr,feynman-iii.7.38,520,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004286.json,a6b95c74c48e312d271b5b158f818ca0f133730c852d864b56d60b2a4457971f
review_004287,noise001,tpsr,feynman-i.18.16,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004287.json,b18f011a0b9df9de0aef59264321f23f3361cee6715d380d7ff99dc3dbbba1df
review_004288,noise001,tpsr,feynman-ii.27.18,520,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004288.json,ec064636de3558e95dc7584958b4c3020a0e35bdb251e0befaa2e7c3e0797a24
review_004289,noise001,tpsr,feynman-ii.34.11,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004289.json,6ed653633661e46400539ddd434ab270ed30d66dc970078586253b8d084d8a90
review_004290,noise001,tpsr,feynman-i.29.16,520,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004290.json,011c33442fd2040cccd1de0ddf16c3916515aefa7d496c397cfb4127c919b61a
review_004291,noise001,tpsr,feynman-bonus.20,520,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004291.json,63c817842047901fab687bc1ab9cc23de88a8043258e1a7adc50b65822491e8f
review_004292,noise001,tpsr,feynman-i.15.3t,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004292.json,168ff46113be4745ec2c986c3d3303ae3d7b4342880ef6e86684c39e3d990c25
review_004293,noise001,tpsr,feynman-i.39.22,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004293.json,6e409da8fd2239b5dafa86c91d485395081483f954212ec97a1c0b8472b70554
review_004294,noise001,tpsr,feynman-iii.10.19,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004294.json,21bedafea8de6c3fbbbe58622e5a612d72370a93eac7e5ba2fbdb097df82bfd3
review_004295,noise001,tpsr,feynman-i.13.12,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004295.json,d74cc2913acb585482f2981658d0f5106b07fa5384639415ab0b6028599edeed
review_004296,noise001,tpsr,feynman-i.32.5,520,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004296.json,5deeede794f897e433d7841c3388d8acc7af27cb7910d9ab8d753628dd7106fb
review_004297,noise001,tpsr,feynman-i.43.31,520,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004297.json,2be3a4ab0ecd880e63c64c5480aa1b6a5ec7f5bd91c9e48da500977c13fbdd75
review_004298,noise001,tpsr,feynman-i.11.19,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004298.json,86339eac8228e4d5a261aef865e30d58b72cde447a09f741d4b92e47a571e7ec
review_004299,noise001,tpsr,feynman-ii.34.2a,520,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004299.json,0703668ec1a712078ac8dfe3a09ca0ae0c8c0a1189799f9fce18c96a19835afa
review_004300,noise001,tpsr,Vladislavleva-4,520,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004300.json,96f4d99303a729fc76c0b43c0ef94ffa7f34aa9cf99324c7fafb2188350ed5f2
review_004301,noise001,tpsr,Keijzer-11,521,simplified,True,completed,fail,1,per_model/gpt-5.6-sol/tasks/review_004301.json,8e4c36da8f5b83de1a4bde8b4ec304ae59a4c98978185ccea3fd4796dea41a35
review_004302,noise001,tpsr,Keijzer-2,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004302.json,b1e7ef4208c139dd7f07674665197a8ac42d86f4b94b6b89f5f2f65cdada2829
review_004303,noise001,tpsr,Korns-2,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004303.json,4ca13400b76a51fed2d7c3066b674b2936b74ac2f54491d1896595e8fbd9d2ab
review_004304,noise001,tpsr,Korns-4,521,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004304.json,bea875a79e275fcd7cb3546b961771570fa798092ba8a9ba7da22c47bc64d9b7
review_004305,noise001,tpsr,BPG3,521,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004305.json,59e54b37c632bc783fb959c2ceb5bb2dc7b972b4e0485538282527d61d107a1d
review_004306,noise001,tpsr,BPG5,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004306.json,bd76f2050b684b7d48e07e788766e142c2184c73fa83befd34f9fc3e86c418ad
review_004307,noise001,tpsr,BPG9,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004307.json,862fa113cf25f1d3064fd69cea79068782137b414021e139ea1f4a4e3e472e0a
review_004308,noise001,tpsr,CRK0,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004308.json,d40d45a900641d089e5a3880236f3a041c8af454e5f69a39a3e9e3c241e46562
review_004309,noise001,tpsr,CRK10,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004309.json,93389496577575143b010a5f6f833be82895bc30a87deb582afc99cc4b0660e8
review_004310,noise001,tpsr,CRK11,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004310.json,af01c2f24e867f45ce9a115f9b21e47b11ae6784b7c6347362b9eae7b5dd7adb
review_004311,noise001,tpsr,CRK33,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004311.json,ff681858395dcdf664117472cf2fd975d052115e35665e3e49563a1dd2a88548
review_004312,noise001,tpsr,CRK34,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004312.json,144a122b0f87c6e8678deb5e3f8f5fccef0e4e646048d301c5c39d40e878a624
review_004313,noise001,tpsr,I.11.19_4_0,521,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004313.json,91269944a4a9d89d21043244869a267d132c1092a8ec1f90f651890a2610913e
review_004314,noise001,tpsr,II.11.27_1_0,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004314.json,1c1e28ae7821f2968aa5a2af433b1b9d63ad9a8fbe52b8aa4d26f45d0a2c1ad1
review_004315,noise001,tpsr,II.34.2_1_0,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004315.json,7d5abad500296f82567375001e79e284574a8c65072024f8f7b5e60758018a27
review_004316,noise001,tpsr,II.6.15b_3_0,521,simplified,True,completed,fail,1,per_model/gpt-5.6-sol/tasks/review_004316.json,6392d4aae0a6eaa9fc980abe15bab3b042c501a5a6b4b706e77bcee18d6ae79c
review_004317,noise001,tpsr,III.21.20_3_0,521,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004317.json,d61b115fdb345318a4f7862f6bb8774626a1facbf775aca247c6375ab9da260c
review_004318,noise001,tpsr,MatSci21,521,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004318.json,75cee4dcce4d26884d8fe5bbcfde2a86b24e688781153ddb61dc6d05e9e84201
review_004319,noise001,tpsr,PO19,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004319.json,ce2aeed97374c4bf7bb57cdf51b4ab48686583d37ed2f5a226b6b03130bc3713
review_004320,noise001,tpsr,PO41,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004320.json,0e6ac3c3e351ac925ccd44dee872075a4cfb2106d190ef1e50fa2e570a5ea250
review_004321,noise001,tpsr,Nguyen-12,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004321.json,343bf7a672aeec3a8ff1677ab580fd6f1f78c32d98f7445a04552735a2f04da1
review_004322,noise001,tpsr,Nguyen-6,521,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004322.json,1cc6dd8992a43d8ba8c97e3195c817f658d103b45d3402a91d5d5f8886ec68cf
review_004323,noise001,tpsr,Nguyen-9,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004323.json,f2dcc8b699abd6e8211a83178fd81fda8c4224537584a013f907c16a821cde88
review_004324,noise001,tpsr,feynman_II_15_4,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004324.json,90eff6eb60965873027cc7f56ad3380dd444f60fceb36b2cbf058b4dc30d817a
review_004325,noise001,tpsr,feynman_I_12_11,521,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004325.json,47afc39bbd0eaee1b64203bcb712c2ba3ba3d29126b67a29ab914152470b2571
review_004326,noise001,tpsr,feynman_I_27_6,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004326.json,aca3d2fd1e5a06cdbe91abaf8b0a83b1b5088e0b792d279f61db9e9283764e6e
review_004327,noise001,tpsr,feynman_test_15,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004327.json,874761451696e6a22ff8aa8a4c652d746d1baef9c81338bf629983f0089a46d2
review_004328,noise001,tpsr,strogatz_barmag1,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004328.json,817ec3935f6a16bca5de4c4c30ee7ae6551862bb6659ba04dd1f0e31db30cc3f
review_004329,noise001,tpsr,strogatz_barmag2,521,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004329.json,ab02ba1295934b63010e0c4d584d77ccbf04e73de9c88dd2f83a648086a35d55
review_004330,noise001,tpsr,strogatz_predprey2,521,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004330.json,7628e170be5e52cbf2895acd72d4260c6468bd68ac6022d57be438a067ff1128
review_004331,noise001,tpsr,strogatz_shearflow1,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004331.json,a1865c6f090c7717ba4134b1bd8ae91bd6855f25bd3c0254eb9eaf76a774ce7f
review_004332,noise001,tpsr,strogatz_vdp1,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004332.json,1cc42bcf44507ac28f3ae28e88d0bc1af08c343b815394cb89d85ba5868486a9
review_004333,noise001,tpsr,first_principles_hubble,521,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004333.json,f1f700889ec93c1cf8336b84cced6f45159203af7956e02d475c58bd08ab9720
review_004334,noise001,tpsr,first_principles_leavitt,521,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004334.json,de9031826267744f4939878fe77b6a8a87213d02bb91b78f7ef8e86c5e7d7319
review_004335,noise001,tpsr,feynman-ii.4.23,521,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004335.json,a64c836638a0d5dbd535da7f81b677b78c077bdccce9231fcba62cab93989129
review_004336,noise001,tpsr,feynman-iii.7.38,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004336.json,6dbc8a9d163a0090bdb82c0a59c77a416e94fb9b1f7841f5acb1cf61c4bb5f60
review_004337,noise001,tpsr,feynman-i.18.16,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004337.json,f70d589d29940872a0d77c27067e3118c87d5a466ae0c7e0f6614d63fc44c68b
review_004338,noise001,tpsr,feynman-ii.27.18,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004338.json,5a895f1e228088d75b008a0ab8507bba9f099a36e830a960238c1ec8bbcc8ec7
review_004339,noise001,tpsr,feynman-ii.34.11,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004339.json,3c68c6e74128acd7a70d9371080d3e6aa4a9ff002ca14f702ab4b38d3b2d8933
review_004340,noise001,tpsr,feynman-i.29.16,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004340.json,0759af90cbb536168c55b1c8d358aad26562bb09991a505760b682b69a6eec27
review_004341,noise001,tpsr,feynman-bonus.20,521,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004341.json,ce7282bd85740b39e67bf7e32e9178a2b9c45afcd1cea2b30c6f92d986c9400b
review_004342,noise001,tpsr,feynman-i.15.3t,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004342.json,6767568156844093fe16c5557ef27de2d512daf5ec772dcbd71886be57d3ed9a
review_004343,noise001,tpsr,feynman-i.39.22,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004343.json,23158da78121a3b296d91f837064d0c1e13bc116dc3e6326c939eea2e3f3c2d8
review_004344,noise001,tpsr,feynman-iii.10.19,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004344.json,50ef68b5e48527dc07a13f6c4678082c87cb8452f83f4265b9324c8788a8864e
review_004345,noise001,tpsr,feynman-i.13.12,521,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004345.json,23aa3a89cffcafa671a0c52d4b5c5eb3efe8a326f56ae00ca3c3d5914bd6ac65
review_004346,noise001,tpsr,feynman-i.32.5,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004346.json,c2e72f459d6a3cfafab887b966c2b14e3e8877aa4895cd7d1eb4b5e3f38b598c
review_004347,noise001,tpsr,feynman-i.43.31,521,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004347.json,5799f77dc685f4de1e2e55a7e79e38b7b670ec513ca492e20ced0affb09922f4
review_004348,noise001,tpsr,feynman-i.11.19,521,simplified,True,completed,fail,1,per_model/gpt-5.6-sol/tasks/review_004348.json,cee5dc66090aac9eb662735911622d6243bf797e04f6eeaa34490ef956ef813f
review_004349,noise001,tpsr,feynman-ii.34.2a,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004349.json,486365a95e0655aa47c7ac9f48f67a83082fdac4c4f10bd60e7fa828d85dac91
review_004350,noise001,tpsr,Vladislavleva-4,521,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004350.json,b95a2dc63c4433e8fb0a23111cdab480d5ba25859a45d5f4904bc665ede1b7cc
review_004351,noise001,tpsr,Keijzer-11,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004351.json,b2aacfd6024569d25d3065dec221acae4c233579a0be4b9a3d5412156bc61d48
review_004352,noise001,tpsr,Keijzer-2,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004352.json,476d459ad83175912772e150ee59170c5a479f69b8786b1b9adf618b545881a2
review_004353,noise001,tpsr,Korns-2,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004353.json,fb7e2aeb59a5d9915e8b4d64cd6b21792ef09ac6af3084356708775e29144352
review_004354,noise001,tpsr,Korns-4,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004354.json,33c343d0c804247420359bd1c05d705923a8313be1243be930af208c18a6188e
review_004355,noise001,tpsr,BPG3,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004355.json,806ee9dca8bb7a5a74e4d382e0e6025547cbee0a234854aefdaad16f53016ec0
review_004356,noise001,tpsr,BPG5,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004356.json,b3be640684af79775c26c7d95bba23c98edd5f95236f0382561e19d252282f50
review_004357,noise001,tpsr,BPG9,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004357.json,1291ee3d9459c9318502d33c70dfc718790d859247d51107d0ec19894fad47a3
review_004358,noise001,tpsr,CRK0,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004358.json,81ad68c213bca4501a081f8397c0eea6d4b78f4bc860fb57f1876a298a8f60ec
review_004359,noise001,tpsr,CRK10,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004359.json,b4f6b6f9dca0e81a1ec81f5cc1f9673bc5dd6118aac92e2ba9c0d400739da6ff
review_004360,noise001,tpsr,CRK11,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004360.json,b632ea34a6eebef3fb4eb7717ba1b6e108284f724abe0a81b9763661def4116e
review_004361,noise001,tpsr,CRK33,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004361.json,f3f9c2133772ceabb8e76edbd6abb535031937710fa327ec3ab9086431483ce4
review_004362,noise001,tpsr,CRK34,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004362.json,3faac168b72e0bf01c0ee33960bdb9cb4525c47fb5f16b13c865cbbe58209ae9
review_004363,noise001,tpsr,I.11.19_4_0,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004363.json,c14c5b4e40d5c23f6cf69ce0f950796f1e1d4e660fb51090a4153fbbe8d52630
review_004364,noise001,tpsr,II.11.27_1_0,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004364.json,4d520c44a9bca876f05973ec5e8a164d9b3c00eddde32fca6b304d47da84a73b
review_004365,noise001,tpsr,II.34.2_1_0,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004365.json,7952c26d601f2d44de92b5e5796d104b618f99abcb5cd36d338824459da84695
review_004366,noise001,tpsr,II.6.15b_3_0,522,simplified,True,completed,fail,1,per_model/gpt-5.6-sol/tasks/review_004366.json,fc4b311e1e1cc22b4e4a7c6a8f5b280c98df5b99dcee1ea397bcf1fdb1a25903
review_004367,noise001,tpsr,III.21.20_3_0,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004367.json,9d9cb075030b6f88da1751d3c1599d9db5b9d30d427a44ec4b2b272aa618c9ac
review_004368,noise001,tpsr,MatSci21,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004368.json,d10387d287742b7545ccaf4c46b0f75dd5025027f12cf1f69657d6e667394f17
review_004369,noise001,tpsr,PO19,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004369.json,b2d136d2910b2a48dbb450216405aa15be36bff4bf5396e13c18e966a2768361
review_004370,noise001,tpsr,PO41,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004370.json,0fa2c056cb651ae4d1dac77196cd093cbe86cfbb2a89b6d47e0a523cac1ee336
review_004371,noise001,tpsr,Nguyen-12,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004371.json,d786d5ad4d8c607dc73e71527908ae24df3d4d4dcda5de202e3e796876529c6b
review_004372,noise001,tpsr,Nguyen-6,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004372.json,b5d2f037ba71d540d98fe670178844806786f33c87a2c6dfa1db87381dc7bcce
review_004373,noise001,tpsr,Nguyen-9,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004373.json,b1845235ef982688ac542c09f656e408b5cba7981f0176bcba75b6b8b927b572
review_004374,noise001,tpsr,feynman_II_15_4,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004374.json,947901d7df213ccd8f0f32d65a614afa18d27a65ac3c36ea84c399c036d2e36e
review_004375,noise001,tpsr,feynman_I_12_11,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004375.json,af5aad261250d4c9c765969cd8c16f37fdcbf4ea24ed2ecac6237edc1d399763
review_004376,noise001,tpsr,feynman_I_27_6,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004376.json,7b9e11db2ded36d645f99b389fad0c5fec639326ad1ebe19a0810c061f9a14c1
review_004377,noise001,tpsr,feynman_test_15,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004377.json,41432a4fb83a3052e143b28bf049a754008e82f0c092f3b0448948954dd734f9
review_004378,noise001,tpsr,strogatz_barmag1,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004378.json,c6d4146403bedd5d16a90d66a2e3d6c45a41e220264f1a7df0195669d15d3037
review_004379,noise001,tpsr,strogatz_barmag2,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004379.json,15266fea81bec7b6a51387bac813e7995397ba5b252a7a4990ea791439ef1e44
review_004380,noise001,tpsr,strogatz_predprey2,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004380.json,cbc3a5516bd3cfed06f38c060fca8be0c3710ac6f14b1c92ae76c5cdd4f5d55c
review_004381,noise001,tpsr,strogatz_shearflow1,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004381.json,d65a6ec513a49671b7166cff7661c391de543d14d9cb564cdf83b0d7a5fe9614
review_004382,noise001,tpsr,strogatz_vdp1,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004382.json,d34a785425fa184c4e370284263caff4e149c6ed93189a4187b597fc35ad10bb
review_004383,noise001,tpsr,first_principles_hubble,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004383.json,244511a3869b2b7fe9fd912c61022f048681f3ac6a328ce1aa348e34af1441a8
review_004384,noise001,tpsr,first_principles_leavitt,522,simplified,True,completed,fail,1,per_model/gpt-5.6-sol/tasks/review_004384.json,a3ba777c3b2148fa040c85682be847f88e431207e5dd8693ae5526cceaad325b
review_004385,noise001,tpsr,feynman-ii.4.23,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004385.json,8cad8b61d7fab13263f8330909c6a3b58b2bd563c723dd8a9f3458efe5fe8e43
review_004386,noise001,tpsr,feynman-iii.7.38,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004386.json,2acc3c09a222229be5bc367897cfaaacb7844eed4045a157cc238f3f2435fbb4
review_004387,noise001,tpsr,feynman-i.18.16,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004387.json,32a17e755aa725af925ba6fab9d5d9800fa7f4a700029cae7aeb70d0ef98664c
review_004388,noise001,tpsr,feynman-ii.27.18,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004388.json,372261fc4797d55297677ba89ff1d15bb9cbcbc65f54f8b14d7923221449a040
review_004389,noise001,tpsr,feynman-ii.34.11,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004389.json,63afa0c5a49528c231d9d9c3790c94631d944f788106080d7a3fe20e9cd0832e
review_004390,noise001,tpsr,feynman-i.29.16,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004390.json,af9407df66054cc1881826da7130b4ea0fd4753ad9648cf7b1b3dbcafbb46fd5
review_004391,noise001,tpsr,feynman-bonus.20,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004391.json,b333c61d027f052368a2539ec1dc6ba2a3ad017d59fad4741cdc4cc396a641e3
review_004392,noise001,tpsr,feynman-i.15.3t,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004392.json,ab9bfbc18aa21204f991b180b34f4fc1d8a315cb065025466536954e517df4fc
review_004393,noise001,tpsr,feynman-i.39.22,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004393.json,2d30567745268fb27fac002018bf4da50382f2e768e3d99d10ce072faaf03bf9
review_004394,noise001,tpsr,feynman-iii.10.19,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004394.json,7c5947e04cc52b35a5db633efba7c48891f7eec5ef0cbb6e242ebee68d1735fc
review_004395,noise001,tpsr,feynman-i.13.12,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004395.json,6040a7decf065ca778e36201e5d21ee20233474b066e3b74bb7581d67bb8d76d
review_004396,noise001,tpsr,feynman-i.32.5,522,simplified,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004396.json,ff9d90f67408943a3a538127c9795389b672cbf417a4219ed9e443cb98679d71
review_004397,noise001,tpsr,feynman-i.43.31,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004397.json,1d1fd032a127e8482a68546d5c9ed882bfa3b027374c22e8156ab9f79cd2a4c2
review_004398,noise001,tpsr,feynman-i.11.19,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004398.json,e6b0eaa81e287e019df21cbb451e9bb291a614a1aae4c9fb46af897c08368b2b
review_004399,noise001,tpsr,feynman-ii.34.2a,522,unchanged,True,completed,pass,1,per_model/gpt-5.6-sol/tasks/review_004399.json,2d79a49e275c36c2cf8788a86fe45af2a58b425cbe5671e12898883599c6202b
